tradingsymbol,amc,name,purchase_allowed,redemption_allowed,minimum_purchase_amount,purchase_amount_multiplier,minimum_additional_purchase_amount,minimum_redemption_quantity,redemption_quantity_multiplier,dividend_type,scheme_type,plan,settlement_type,last_price,last_price_date
INF174K01FO3,KOTAKMAHINDRAMF,Kotak Banking and PSU Debt Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,regular,T1,62.46,2024-12-13
INF174K01FP0,KOTAKMAHINDRAMF,Kotak Banking and PSU Debt Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,idcw-reinvest,Debt,regular,T1,11.7348,2024-12-13
INF174K01FQ8,KOTAKMAHINDRAMF,Kotak Banking and PSU Debt Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,regular,T1,11.7348,2024-12-13
INF174K01IY6,KOTAKMAHINDRAMF,Kotak Dynamic Bond Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,regular,T1,13.5885,2024-12-13
INF174K01IZ3,KOTAKMAHINDRAMF,Kotak Dynamic Bond Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,idcw-reinvest,Debt,regular,T1,13.5885,2024-12-13
INF174K01JC0,KOTAKMAHINDRAMF,Kotak Bond Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,82.4077,2024-12-13
INF174K01JD8,KOTAKMAHINDRAMF,Kotak Bond Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,direct,T1,27.4279,2024-12-13
INF174K01JI7,KOTAKMAHINDRAMF,Kotak Bond Short Term Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,54.6219,2024-12-13
INF174K01JP2,KOTAKMAHINDRAMF,kotak Savings Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,43.062,2024-12-13
INF174K01JU2,KOTAKMAHINDRAMF,Kotak Dynamic Bond Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,39.1815,2024-12-13
INF174K01JX6,KOTAKMAHINDRAMF,Kotak Dynamic Bond Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,direct,T1,13.7509,2024-12-13
INF174K01JZ1,KOTAKMAHINDRAMF,Kotak Debt Hybrid Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Hybrid,direct,T1,65.6305,2024-12-13
INF174K01KA2,KOTAKMAHINDRAMF,Kotak Debt Hybrid Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Hybrid,direct,T1,14.3495,2024-12-13
INF174K01KE4,KOTAKMAHINDRAMF,Kotak Gilt Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,105.4747,2024-12-13
INF174K01KF1,KOTAKMAHINDRAMF,Kotak Gilt Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,direct,T1,23.8209,2024-12-13
INF174K01KH7,KOTAKMAHINDRAMF,Kotak Banking and PSU Debt Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,64.9499,2024-12-13
INF174K01KK1,KOTAKMAHINDRAMF,Kotak Banking and PSU Debt Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,direct,T1,10.2478,2024-12-13
INF174K01KM7,KOTAKMAHINDRAMF,Kotak Gilt - Investment  Provident Fund and Trust - Direct Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,108.0308,2024-12-13
INF174K01KT2,KOTAKMAHINDRAMF,Kotak Small Cap Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T2,328.714,2024-12-13
INF174K01KU0,KOTAKMAHINDRAMF,Kotak Small Cap Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,direct,T2,144.381,2024-12-13
INF174K01KW6,KOTAKMAHINDRAMF,Kotak Bluechip Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T2,650.908,2024-12-13
INF174K01KX4,KOTAKMAHINDRAMF,Kotak Bluechip Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,direct,T2,86.084,2024-12-13
INF174K01KZ9,KOTAKMAHINDRAMF,Kotak India EQ Contra Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T2,178.001,2024-12-13
INF174K01LA0,KOTAKMAHINDRAMF,Kotak India EQ Contra Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,direct,T2,63.341,2024-12-13
INF174K01LC6,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Hybrid,direct,T2,38.4461,2024-12-13
INF174K01LD4,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Hybrid,direct,T2,11.2194,2024-12-13
INF174K01LF9,KOTAKMAHINDRAMF,Kotak Equity Opportunities Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T2,395.762,2024-12-13
INF174K01LG7,KOTAKMAHINDRAMF,Kotak Equity Opportunities Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,direct,T2,69.835,2024-12-13
INF174K01LI3,KOTAKMAHINDRAMF,Kotak ELSS Tax Saver Fund - Direct Plan,1,1,500.0,500.0,500.0,0.001,0.001,growth,Equity,direct,T2,139.728,2024-12-13
INF174K01LJ1,KOTAKMAHINDRAMF,Kotak ELSS Tax Saver Fund - Direct Plan,1,1,500.0,500.0,500.0,0.001,0.001,idcw-payout,Equity,direct,T2,58.531,2024-12-13
INF174K01LL7,KOTAKMAHINDRAMF,Kotak Equity Hybrid Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Hybrid,direct,T2,44.859,2024-12-13
INF174K01LN3,KOTAKMAHINDRAMF,Kotak Multi Asset Allocator Fund of Fund - Dynamic -Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Fund of Funds,direct,T3,242.996,2024-12-13
INF174K01LO1,KOTAKMAHINDRAMF,Kotak Multi Asset Allocator Fund of Fund - Dynamic -Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Fund of Funds,direct,T3,238.624,2024-12-13
INF174K01LQ6,KOTAKMAHINDRAMF,Kotak Flexicap Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,direct,T2,57.114,2024-12-13
INF174K01LS2,KOTAKMAHINDRAMF,Kotak Flexicap Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T2,93.52,2024-12-13
INF174K01LT0,KOTAKMAHINDRAMF,Kotak Emerging Equity Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T2,157.27,2024-12-13
INF174K01LU8,KOTAKMAHINDRAMF,Kotak Emerging Equity Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,direct,T2,93.699,2024-12-13
INF174K01LW4,KOTAKMAHINDRAMF,Kotak Global Emerging Market Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Fund of Funds,direct,T5,24.724,2024-12-13
INF174K01LX2,KOTAKMAHINDRAMF,Kotak Global Emerging Market Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Fund of Funds,direct,T5,24.828,2024-12-13
INF174K01LZ7,KOTAKMAHINDRAMF,Kotak Credit Risk Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,31.4093,2024-12-13
INF174K01MG5,KOTAKMAHINDRAMF,Kotak Credit Risk Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,direct,T1,23.5914,2024-12-13
INF174K01MP6,KOTAKMAHINDRAMF,Kotak Gold Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Fund of Funds,direct,T2,31.6181,2024-12-13
INF174K01MQ4,KOTAKMAHINDRAMF,Kotak Gold Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Fund of Funds,direct,T2,31.6178,2024-12-13
INF174K01MW2,KOTAKMAHINDRAMF,Kotak Money Market Fund - Direct Plan,1,1,100.0,1.0,100.0,1.0,0.001,growth,Debt,direct,T1,4340.6532,2024-12-13
INF174K01NA6,KOTAKMAHINDRAMF,Kotak Money Market Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,regular,T1,4303.6713,2024-12-13
INF174K01NE8,KOTAKMAHINDRAMF,Kotak Liquid Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,5128.2625,2024-12-14
INF174K01NI9,KOTAKMAHINDRAMF,Kotak Liquid Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,regular,T1,5083.1552,2024-12-14
INF174K01VL6,KOTAKMAHINDRAMF,Kotak Medium Term Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,regular,T1,21.6924,2024-12-13
INF174K01VN2,KOTAKMAHINDRAMF,Kotak Medium Term Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,regular,T1,13.3144,2024-12-13
INF174K01VQ5,KOTAKMAHINDRAMF,Kotak Medium Term Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,23.9848,2024-12-13
INF174K01VS1,KOTAKMAHINDRAMF,Kotak Medium Term Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,direct,T1,23.9868,2024-12-13
INF174K01Y98,KOTAKMAHINDRAMF,Kotak Bond Short Term Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,regular,T1,11.7987,2024-12-13
INF174K01Z14,KOTAKMAHINDRAMF,Kotak Bond Short Term Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Debt,direct,T1,15.4555,2024-12-13
INF174KA1160,KOTAKMAHINDRAMF,Kotak Balanced Advantage Fund,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Hybrid,regular,T2,20.288,2024-12-13
INF174KA1186,KOTAKMAHINDRAMF,Kotak Balanced Advantage Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Hybrid,regular,T2,20.288,2024-12-13
INF174KA1194,KOTAKMAHINDRAMF,Kotak Balanced Advantage Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Hybrid,direct,T2,21.868,2024-12-13
INF174KA1210,KOTAKMAHINDRAMF,Kotak Balanced Advantage Fund - Direct Plan,1,1,100.0,1.0,100.0,1.0,0.001,growth,Hybrid,direct,T2,21.868,2024-12-13
INF174KA1BC6,KOTAKMAHINDRAMF,Kotak Overnight Fund,0,1,100.0,1.0,100.0,1.0,0.001,growth,Debt,regular,T1,1329.412,2024-12-14
INF174KA1BF9,KOTAKMAHINDRAMF,Kotak Overnight Fund - Direct Plan,1,1,100.0,1.0,100.0,1.0,0.001,growth,Debt,direct,T1,1336.7391,2024-12-14
INF174KA1DY6,KOTAKMAHINDRAMF,Kotak Floating Rate Fund - Regular Plan,0,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,regular,T1,1440.7646,2024-12-13
INF174KA1EC0,KOTAKMAHINDRAMF,Kotak Floating Rate Fund - Direct Plan,1,1,100.0,1.0,100.0,1.0,0.001,growth,Debt,direct,T1,1471.5722,2024-12-13
INF174KA1EE6,KOTAKMAHINDRAMF,Kotak Floating Rate Fund - Direct Plan,1,1,100.0,1.0,100.0,1.0,0.001,idcw-payout,Debt,direct,T1,1281.9637,2024-12-13
INF174KA1EK3,KOTAKMAHINDRAMF,Kotak Focused Equity Fund,0,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,regular,T2,24.978,2024-12-13
INF174KA1EM9,KOTAKMAHINDRAMF,Kotak Focused Equity Fund,0,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,regular,T2,24.978,2024-12-13
INF174KA1EN7,KOTAKMAHINDRAMF,Kotak Focused Equity Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T2,27.233,2024-12-13
INF174KA1EP2,KOTAKMAHINDRAMF,Kotak Focused Equity Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,direct,T2,27.234,2024-12-13
INF174KA1EU2,KOTAKMAHINDRAMF,Kotak Pioneer Fund,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Equity,regular,T2,30.861,2024-12-13
INF174KA1EW8,KOTAKMAHINDRAMF,Kotak Pioneer Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Equity,regular,T2,30.847,2024-12-13
INF174KA1EX6,KOTAKMAHINDRAMF,Kotak Pioneer Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Equity,direct,T2,33.485,2024-12-13
INF174KA1EZ1,KOTAKMAHINDRAMF,Kotak Pioneer Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Equity,direct,T2,33.49,2024-12-13
INF174KA1FE3,KOTAKMAHINDRAMF,Kotak ESG Exclusionary Strategy Fund,0,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,regular,T2,17.282,2024-12-13
INF174KA1FF0,KOTAKMAHINDRAMF,Kotak ESG Exclusionary Strategy Fund,0,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,regular,T2,17.282,2024-12-13
INF174KA1FH6,KOTAKMAHINDRAMF,Kotak ESG Exclusionary Strategy Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,direct,T2,18.464,2024-12-13
INF174KA1FI4,KOTAKMAHINDRAMF,Kotak ESG Exclusionary Strategy Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T2,18.464,2024-12-13
INF174KA1FK0,KOTAKMAHINDRAMF,Kotak International REIT FOF,0,1,100.0,1.0,100.0,1.0,0.001,idcw-payout,Fund of Funds,regular,T7,9.4952,2024-12-13
INF174KA1FL8,KOTAKMAHINDRAMF,Kotak International REIT FOF,0,1,100.0,1.0,100.0,1.0,0.001,growth,Fund of Funds,regular,T7,9.4953,2024-12-13
INF174KA1FN4,KOTAKMAHINDRAMF,Kotak International REIT FOF - Direct Plan,1,1,100.0,1.0,100.0,1.0,0.001,idcw-payout,Fund of Funds,direct,T7,9.8443,2024-12-13
INF174KA1FO2,KOTAKMAHINDRAMF,Kotak International REIT FOF - Direct Plan,1,1,100.0,1.0,100.0,1.0,0.001,growth,Fund of Funds,direct,T7,9.8443,2024-12-13
INF174KA1FQ7,KOTAKMAHINDRAMF,Kotak NASDAQ 100 Fund of Fund - Direct Plan,0,1,100.0,1.0,100.0,0.001,0.001,growth,Fund of Funds,direct,T5,18.7451,2024-12-13
INF174KA1FR5,KOTAKMAHINDRAMF,Kotak NASDAQ 100 Fund of Fund,0,1,100.0,1.0,100.0,0.001,0.001,growth,Fund of Funds,regular,T5,18.4634,2024-12-13
INF174KA1FW5,KOTAKMAHINDRAMF,Kotak Nifty Next 50 Index Fund,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Index Funds,regular,T2,20.7136,2024-12-13
INF174KA1FX3,KOTAKMAHINDRAMF,Kotak Nifty Next 50 Index Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,regular,T2,20.713,2024-12-13
INF174KA1FZ8,KOTAKMAHINDRAMF,Kotak Nifty Next 50 Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Index Funds,direct,T2,21.1213,2024-12-13
INF174KA1GA9,KOTAKMAHINDRAMF,Kotak Nifty Next 50 Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,direct,T2,21.1216,2024-12-13
INF174KA1GX1,KOTAKMAHINDRAMF,Kotak Nifty 50 Index Fund,0,1,100.0,1.0,100.0,10.0,0.001,growth,Index Funds,regular,T2,16.004,2024-12-13
INF174KA1GY9,KOTAKMAHINDRAMF,Kotak Nifty 50 Index Fund,0,1,100.0,1.0,100.0,10.0,0.001,idcw-payout,Index Funds,regular,T2,16.004,2024-12-13
INF174KA1HA7,KOTAKMAHINDRAMF,Kotak Nifty 50 Index Fund - Direct Plan,1,1,100.0,1.0,100.0,10.0,0.001,growth,Index Funds,direct,T2,16.186,2024-12-13
INF174KA1HB5,KOTAKMAHINDRAMF,Kotak Nifty 50 Index Fund - Direct Plan,1,1,100.0,1.0,100.0,10.0,0.001,idcw-payout,Index Funds,direct,T2,16.183,2024-12-13
INF174KA1HD1,KOTAKMAHINDRAMF,Kotak Global Innovation Fund of Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Fund of Funds,regular,T5,10.781,2024-12-13
INF174KA1HE9,KOTAKMAHINDRAMF,Kotak Global Innovation Fund of Fund,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Fund of Funds,regular,T5,10.7813,2024-12-13
INF174KA1HG4,KOTAKMAHINDRAMF,Kotak Global Innovation Fund of Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Fund of Funds,direct,T5,11.2356,2024-12-13
INF174KA1HH2,KOTAKMAHINDRAMF,Kotak Global Innovation Fund of Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Fund of Funds,direct,T5,11.2349,2024-12-13
INF174KA1HS9,KOTAKMAHINDRAMF,Kotak Multicap Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Equity,regular,T2,19.565,2024-12-13
INF174KA1HT7,KOTAKMAHINDRAMF,Kotak Multicap Fund,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Equity,regular,T2,19.564,2024-12-13
INF174KA1HV3,KOTAKMAHINDRAMF,Kotak Multicap Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Equity,direct,T2,20.548,2024-12-13
INF174KA1HW1,KOTAKMAHINDRAMF,Kotak Multicap Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Equity,direct,T2,20.547,2024-12-13
INF174KA1IC1,KOTAKMAHINDRAMF,Kotak Manufacture in India Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Equity,regular,T2,18.716,2024-12-13
INF174KA1ID9,KOTAKMAHINDRAMF,Kotak Manufacture in India Fund,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Equity,regular,T2,18.716,2024-12-13
INF174KA1IF4,KOTAKMAHINDRAMF,Kotak Manufacture in India Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Equity,direct,T2,19.59,2024-12-13
INF174KA1IG2,KOTAKMAHINDRAMF,Kotak Manufacture in India Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Equity,direct,T2,19.59,2024-12-13
INF174KA1II8,KOTAKMAHINDRAMF,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund,0,1,100.0,1.0,100.0,100.0,100.0,growth,Index Funds,regular,T1,11.7282,2024-12-13
INF174KA1IJ6,KOTAKMAHINDRAMF,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund,0,1,100.0,1.0,100.0,100.0,100.0,idcw-payout,Index Funds,regular,T1,11.7284,2024-12-13
INF174KA1IL2,KOTAKMAHINDRAMF,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,100.0,growth,Index Funds,direct,T1,11.7799,2024-12-13
INF174KA1IM0,KOTAKMAHINDRAMF,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,100.0,idcw-payout,Index Funds,direct,T1,11.7796,2024-12-13
INF174KA1IO6,KOTAKMAHINDRAMF,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund,0,1,100.0,1.0,100.0,100.0,100.0,growth,Index Funds,regular,T1,12.1147,2024-12-13
INF174KA1IP3,KOTAKMAHINDRAMF,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund,0,1,100.0,1.0,100.0,100.0,100.0,idcw-payout,Index Funds,regular,T1,12.1185,2024-12-13
INF174KA1IR9,KOTAKMAHINDRAMF,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,100.0,growth,Index Funds,direct,T1,12.1742,2024-12-13
INF174KA1IS7,KOTAKMAHINDRAMF,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,100.0,idcw-payout,Index Funds,direct,T1,12.1732,2024-12-13
INF174KA1JK2,KOTAKMAHINDRAMF,Kotak Business Cycle Fund,0,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,regular,T2,16.031,2024-12-13
INF174KA1JL0,KOTAKMAHINDRAMF,Kotak Business Cycle Fund,0,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,regular,T2,16.031,2024-12-13
INF174KA1JN6,KOTAKMAHINDRAMF,Kotak Business Cycle Fund  - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T2,16.612,2024-12-13
INF174KA1JO4,KOTAKMAHINDRAMF,Kotak Business Cycle Fund  - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,idcw-payout,Equity,direct,T2,16.611,2024-12-13
INF174KA1JQ9,KOTAKMAHINDRAMF,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60 40 Index Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,regular,T1,11.785,2024-12-13
INF174KA1JR7,KOTAKMAHINDRAMF,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60 40 Index Fund,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Index Funds,regular,T1,11.7812,2024-12-13
INF174KA1JT3,KOTAKMAHINDRAMF,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60 40 Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,direct,T1,11.8352,2024-12-13
INF174KA1JU1,KOTAKMAHINDRAMF,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60 40 Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Index Funds,direct,T1,11.8353,2024-12-13
INF174KA1KG8,KOTAKMAHINDRAMF,Kotak Income Plus Arbitrage FOF,0,1,100.0,1.0,100.0,100.0,0.001,growth,Fund of Funds,regular,T2,11.7866,2024-12-13
INF174KA1KH6,KOTAKMAHINDRAMF,Kotak Income Plus Arbitrage FOF,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Fund of Funds,regular,T2,11.7865,2024-12-13
INF174KA1KJ2,KOTAKMAHINDRAMF,Kotak Income Plus Arbitrage FOF - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Fund of Funds,direct,T2,11.8064,2024-12-13
INF174KA1KK0,KOTAKMAHINDRAMF,Kotak Income Plus Arbitrage FOF - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Fund of Funds,direct,T2,11.8065,2024-12-13
INF174KA1KZ8,KOTAKMAHINDRAMF,Kotak Nifty SDL Jul 2026 Index Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,regular,T1,11.4957,2024-12-13
INF174KA1LA9,KOTAKMAHINDRAMF,Kotak Nifty SDL Jul 2026 Index Fund,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Index Funds,regular,T1,11.4958,2024-12-13
INF174KA1LC5,KOTAKMAHINDRAMF,Kotak Nifty SDL Jul 2026 Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,direct,T1,11.543,2024-12-13
INF174KA1LD3,KOTAKMAHINDRAMF,Kotak Nifty SDL Jul 2026 Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Index Funds,direct,T1,11.1391,2024-12-13
INF174KA1MA7,KOTAKMAHINDRAMF,Kotak Banking & Financial Services Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Equity,regular,T2,14.875,2024-12-13
INF174KA1MB5,KOTAKMAHINDRAMF,Kotak Banking & Financial Services Fund,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Equity,regular,T2,14.875,2024-12-13
INF174KA1MD1,KOTAKMAHINDRAMF,Kotak Banking & Financial Services Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Equity,direct,T2,15.314,2024-12-13
INF174KA1ME9,KOTAKMAHINDRAMF,Kotak Banking & Financial Services Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Equity,direct,T2,15.313,2024-12-13
INF174KA1MG4,KOTAKMAHINDRAMF,Kotak Nifty SDL Jul 2033 Index Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,regular,T1,11.7405,2024-12-13
INF174KA1MH2,KOTAKMAHINDRAMF,Kotak Nifty SDL Jul 2033 Index Fund,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Index Funds,regular,T1,11.7406,2024-12-13
INF174KA1MJ8,KOTAKMAHINDRAMF,Kotak Nifty SDL Jul 2033 Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,direct,T1,11.7939,2024-12-13
INF174KA1MK6,KOTAKMAHINDRAMF,Kotak Nifty SDL Jul 2033 Index Fund - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Index Funds,direct,T1,11.4476,2024-12-13
INF174KA1MQ3,KOTAKMAHINDRAMF,Kotak Silver ETF Fund of Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Fund of Funds,direct,T2,12.2754,2024-12-13
INF174KA1MR1,KOTAKMAHINDRAMF,Kotak Silver ETF Fund of Fund,0,1,100.0,1.0,100.0,0.001,0.001,growth,Fund of Funds,regular,T2,12.1801,2024-12-13
INF174KA1MY7,KOTAKMAHINDRAMF,Kotak Nifty Smallcap 50 Index,0,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,regular,T2,21.579,2024-12-13
INF174KA1MZ4,KOTAKMAHINDRAMF,Kotak Nifty Smallcap 50 Index,0,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Index Funds,regular,T2,21.579,2024-12-13
INF174KA1NB3,KOTAKMAHINDRAMF,Kotak Nifty Smallcap 50 Index - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,direct,T2,21.812,2024-12-13
INF174KA1NC1,KOTAKMAHINDRAMF,Kotak Nifty Smallcap 50 Index - Direct Plan,1,1,100.0,1.0,100.0,100.0,0.001,idcw-payout,Index Funds,direct,T2,21.824,2024-12-13
INF174KA1NY5,KOTAKMAHINDRAMF,Kotak Nifty 200 Momentum 30 Index Fund,0,1,100.0,1.0,100.0,100.0,0.001,growth,Index Funds,regular,T2,16.633,2024-12-13
