tradingsymbol,amc,name,purchase_allowed,redemption_allowed,minimum_purchase_amount,purchase_amount_multiplier,minimum_additional_purchase_amount,minimum_redemption_quantity,redemption_quantity_multiplier,dividend_type,scheme_type,plan,settlement_type,last_price,last_price_date
INF00XX01135,ITI MUTUAL FUND_MF,ITI Multi Cap Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T2,24.3229,2024-12-13
INF00XX01143,ITI MUTUAL FUND_MF,ITI Multi Cap Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,regular,T2,22.297,2024-12-13
INF00XX01168,ITI MUTUAL FUND_MF,ITI Multi Cap Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T2,27.218,2024-12-13
INF00XX01176,ITI MUTUAL FUND_MF,ITI Multi Cap Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,direct,T2,25.0821,2024-12-13
INF00XX01192,ITI MUTUAL FUND_MF,ITI Liquid Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,1311.4182,2024-12-14
INF00XX01267,ITI MUTUAL FUND_MF,ITI Liquid Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,1001.1538,2024-12-14
INF00XX01275,ITI MUTUAL FUND_MF,ITI Liquid Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,1318.105,2024-12-14
INF00XX01283,ITI MUTUAL FUND_MF,ITI Liquid Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,1321.4363,2024-12-14
INF00XX01358,ITI MUTUAL FUND_MF,ITI Liquid Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,1004.274,2024-12-14
INF00XX01366,ITI MUTUAL FUND_MF,ITI Liquid Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,1322.8437,2024-12-14
INF00XX01374,ITI MUTUAL FUND_MF,ITI ELSS Tax Saver Fund,0,1,500.0,500.0,500.0,0.001,0.001,growth,Equity,regular,T2,24.9368,2024-12-13
INF00XX01382,ITI MUTUAL FUND_MF,ITI ELSS Tax Saver Fund,0,1,500.0,500.0,500.0,0.001,0.001,idcw-payout,Equity,regular,T2,22.8838,2024-12-13
INF00XX01390,ITI MUTUAL FUND_MF,ITI ELSS Tax Saver Fund - Direct Plan,1,1,500.0,500.0,500.0,0.001,0.001,growth,Equity,direct,T2,27.6788,2024-12-13
INF00XX01408,ITI MUTUAL FUND_MF,ITI ELSS Tax Saver Fund - Direct Plan,1,1,500.0,500.0,500.0,0.001,0.001,idcw-payout,Equity,direct,T2,25.5233,2024-12-13
INF00XX01416,ITI MUTUAL FUND_MF,ITI Arbitrage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T2,12.4804,2024-12-13
INF00XX01424,ITI MUTUAL FUND_MF,ITI Arbitrage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Hybrid,regular,T2,12.4804,2024-12-13
INF00XX01440,ITI MUTUAL FUND_MF,ITI Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T2,12.9828,2024-12-13
INF00XX01457,ITI MUTUAL FUND_MF,ITI Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Hybrid,direct,T2,12.9828,2024-12-13
INF00XX01473,ITI MUTUAL FUND_MF,ITI Overnight Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,1265.3499,2024-12-14
INF00XX01549,ITI MUTUAL FUND_MF,ITI Overnight Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,1001.0714,2024-12-14
INF00XX01556,ITI MUTUAL FUND_MF,ITI Overnight Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,1186.5175,2024-12-14
INF00XX01564,ITI MUTUAL FUND_MF,ITI Overnight Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,1271.986,2024-12-14
INF00XX01630,ITI MUTUAL FUND_MF,ITI Overnight Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,1004.0802,2024-12-14
INF00XX01648,ITI MUTUAL FUND_MF,ITI Overnight Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,1000.692,2024-08-29
INF00XX01655,ITI MUTUAL FUND_MF,ITI Balanced Advantage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T2,14.5222,2024-12-13
INF00XX01663,ITI MUTUAL FUND_MF,ITI Balanced Advantage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Hybrid,regular,T2,13.2333,2024-12-13
INF00XX01689,ITI MUTUAL FUND_MF,ITI Balanced Advantage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T2,16.0365,2024-12-13
INF00XX01697,ITI MUTUAL FUND_MF,ITI Balanced Advantage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Hybrid,direct,T2,14.7364,2024-12-13
INF00XX01713,ITI MUTUAL FUND_MF,ITI Small Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T2,30.034,2024-12-13
INF00XX01721,ITI MUTUAL FUND_MF,ITI Small Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,regular,T2,28.9751,2024-12-13
INF00XX01747,ITI MUTUAL FUND_MF,ITI Small Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T2,33.0544,2024-12-13
INF00XX01754,ITI MUTUAL FUND_MF,ITI Small Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,direct,T2,31.9818,2024-12-13
INF00XX01770,ITI MUTUAL FUND_MF,ITI Large Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T2,18.1654,2024-12-13
INF00XX01788,ITI MUTUAL FUND_MF,ITI Large Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,regular,T2,18.1654,2024-12-13
INF00XX01804,ITI MUTUAL FUND_MF,ITI Large Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T2,19.7437,2024-12-13
INF00XX01812,ITI MUTUAL FUND_MF,ITI Large Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,direct,T2,19.7437,2024-12-13
INF00XX01838,ITI MUTUAL FUND_MF,ITI Banking & PSU Debt Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,12.4704,2024-12-13
INF00XX01846,ITI MUTUAL FUND_MF,ITI Banking & PSU Debt Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,12.4714,2024-12-13
INF00XX01861,ITI MUTUAL FUND_MF,ITI Banking & PSU Debt Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,12.7585,2024-12-13
INF00XX01879,ITI MUTUAL FUND_MF,ITI Banking & PSU Debt Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,12.7588,2024-12-13
INF00XX01895,ITI MUTUAL FUND_MF,ITI Mid Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T2,21.8914,2024-12-13
INF00XX01903,ITI MUTUAL FUND_MF,ITI Mid Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,regular,T2,20.9176,2024-12-13
INF00XX01929,ITI MUTUAL FUND_MF,ITI Mid Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T2,23.6622,2024-12-13
INF00XX01937,ITI MUTUAL FUND_MF,ITI Mid Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,direct,T2,22.6749,2024-12-13
INF00XX01952,ITI MUTUAL FUND_MF,ITI Ultra Short Duration Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,1192.2122,2024-12-13
INF00XX01AC6,ITI MUTUAL FUND_MF,ITI Ultra Short Duration Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,1004.4031,2024-12-13
INF00XX01AD4,ITI MUTUAL FUND_MF,ITI Ultra Short Duration Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,1192.2589,2024-12-13
INF00XX01AE2,ITI MUTUAL FUND_MF,ITI Ultra Short Duration Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,1229.2981,2024-12-13
INF00XX01AL7,ITI MUTUAL FUND_MF,ITI Ultra Short Duration Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,1004.5,2024-12-13
INF00XX01AM5,ITI MUTUAL FUND_MF,ITI Ultra Short Duration Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,1230.8394,2024-12-13
INF00XX01AN3,ITI MUTUAL FUND_MF,ITI Value Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T2,17.4268,2024-12-13
INF00XX01AO1,ITI MUTUAL FUND_MF,ITI Value Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,regular,T2,17.4268,2024-12-13
INF00XX01AQ6,ITI MUTUAL FUND_MF,ITI Value Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T2,18.7316,2024-12-13
INF00XX01AR4,ITI MUTUAL FUND_MF,ITI Value Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,direct,T2,18.7316,2024-12-13
INF00XX01AT0,ITI MUTUAL FUND_MF,ITI Dynamic Bond Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,12.1083,2024-12-13
INF00XX01AY0,ITI MUTUAL FUND_MF,ITI Dynamic Bond Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,10.0837,2024-12-13
INF00XX01AZ7,ITI MUTUAL FUND_MF,ITI Dynamic Bond Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,12.1094,2024-12-13
INF00XX01BA8,ITI MUTUAL FUND_MF,ITI Dynamic Bond Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,12.1103,2024-12-13
INF00XX01BB6,ITI MUTUAL FUND_MF,ITI Dynamic Bond Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,regular,T1,12.1083,2024-12-13
INF00XX01BC4,ITI MUTUAL FUND_MF,ITI Dynamic Bond Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,12.556,2024-12-13
INF00XX01BH3,ITI MUTUAL FUND_MF,ITI Dynamic Bond Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,10.2042,2024-12-13
INF00XX01BI1,ITI MUTUAL FUND_MF,ITI Dynamic Bond Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,12.577,2024-12-13
INF00XX01BJ9,ITI MUTUAL FUND_MF,ITI Dynamic Bond Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,10.4325,2024-12-13
INF00XX01BK7,ITI MUTUAL FUND_MF,ITI Dynamic Bond Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Debt,direct,T1,12.556,2024-12-13
INF00XX01BL5,ITI MUTUAL FUND_MF,ITI Pharma and Healthcare Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T2,17.0429,2024-12-13
INF00XX01BM3,ITI MUTUAL FUND_MF,ITI Pharma and Healthcare Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,regular,T2,17.0429,2024-12-13
INF00XX01BO9,ITI MUTUAL FUND_MF,ITI Pharma and Healthcare Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T2,18.1679,2024-12-13
INF00XX01BP6,ITI MUTUAL FUND_MF,ITI Pharma and Healthcare Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,direct,T2,18.1679,2024-12-13
INF00XX01BR2,ITI MUTUAL FUND_MF,ITI Banking and Financial Services Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T2,14.1177,2024-12-13
INF00XX01BS0,ITI MUTUAL FUND_MF,ITI Banking and Financial Services Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,regular,T2,14.1177,2024-12-13
INF00XX01BU6,ITI MUTUAL FUND_MF,ITI Banking and Financial Services Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T2,15.0186,2024-12-13
INF00XX01BV4,ITI MUTUAL FUND_MF,ITI Banking and Financial Services Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,direct,T2,15.0186,2024-12-13
INF00XX01CL3,ITI MUTUAL FUND_MF,ITI Flexi Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T2,18.5435,2024-12-13
INF00XX01CM1,ITI MUTUAL FUND_MF,ITI Flexi Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,regular,T2,18.5435,2024-12-13
INF00XX01CO7,ITI MUTUAL FUND_MF,ITI Flexi Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T2,19.1685,2024-12-13
INF00XX01CP4,ITI MUTUAL FUND_MF,ITI Flexi Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,direct,T2,19.1685,2024-12-13
INF00XX01CS8,ITI MUTUAL FUND_MF,ITI Focused Equity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T2,15.6634,2024-12-13
INF00XX01CT6,ITI MUTUAL FUND_MF,ITI Focused Equity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,direct,T2,15.6634,2024-12-13
INF00XX01CV2,ITI MUTUAL FUND_MF,ITI Focused Equity Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T2,15.2232,2024-12-13
INF00XX01CW0,ITI MUTUAL FUND_MF,ITI Focused Equity Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,regular,T2,15.2232,2024-12-13
INF00XX01CX8,ITI MUTUAL FUND_MF,ITI Large & Midcap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T2,10.1969,2024-12-13
INF00XX01CY6,ITI MUTUAL FUND_MF,ITI Large & Midcap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,regular,T2,10.1969,2024-12-13
INF00XX01DA4,ITI MUTUAL FUND_MF,ITI Large & Midcap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T2,10.2453,2024-12-13
INF00XX01DB2,ITI MUTUAL FUND_MF,ITI Large & Midcap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,idcw-payout,Equity,direct,T2,10.2453,2024-12-13
INF03VN01043,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Liquid Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Debt,direct,T1,1360.4196,2024-12-13
INF03VN01050,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Liquid Fund - Direct Plan,1,1,2000.0,1.0,2000.0,0.001,0.001,idcw-payout,Debt,direct,T1,1005.2416,2024-12-13
INF03VN01126,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Liquid Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Debt,regular,T1,1353.0918,2024-12-13
INF03VN01134,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Liquid Fund,0,1,2000.0,1.0,2000.0,0.001,0.001,idcw-payout,Debt,regular,T1,1005.6986,2024-12-13
INF03VN01209,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Ultra Short Duration Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Debt,direct,T1,1353.492,2024-12-13
INF03VN01217,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Ultra Short Duration Fund - Direct Plan,1,1,2000.0,1.0,2000.0,0.001,0.001,idcw-payout,Debt,direct,T1,1008.2995,2024-12-13
INF03VN01282,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Ultra Short Duration Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Debt,regular,T1,1311.3184,2024-12-13
INF03VN01290,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Ultra Short Duration Fund,0,1,2000.0,1.0,2000.0,0.001,0.001,idcw-payout,Debt,regular,T1,1006.8583,2024-12-13
INF03VN01506,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Flexi Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,17.486,2024-12-13
INF03VN01522,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Flexi Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Equity,regular,T2,17.486,2024-12-13
INF03VN01530,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Flexi Cap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T2,18.135,2024-12-13
INF03VN01555,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Flexi Cap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Equity,direct,T2,18.135,2024-12-13
INF03VN01563,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Mid Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,19.426,2024-12-13
INF03VN01571,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Mid Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Equity,regular,T2,19.426,2024-12-13
INF03VN01597,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Mid Cap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T2,20.172,2024-12-13
INF03VN01605,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Mid Cap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Equity,direct,T2,20.172,2024-12-13
INF03VN01621,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital ELSS Tax Saver Fund - Direct Plan,1,1,500.0,500.0,500.0,0.001,0.001,growth,Equity,direct,T2,18.409,2024-12-13
INF03VN01639,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital ELSS Tax Saver Fund - Direct Plan,1,1,500.0,500.0,500.0,0.001,0.001,idcw-payout,Equity,direct,T2,18.409,2024-12-13
INF03VN01647,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital ELSS Tax Saver Fund,0,1,500.0,500.0,500.0,0.001,0.001,growth,Equity,regular,T2,17.73,2024-12-13
INF03VN01654,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital ELSS Tax Saver Fund,0,1,500.0,500.0,500.0,0.001,0.001,idcw-payout,Equity,regular,T2,17.73,2024-12-13
INF03VN01662,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Large Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,14.899,2024-12-13
INF03VN01670,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Large Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Equity,regular,T2,14.899,2024-12-13
INF03VN01696,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Large Cap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T2,15.422,2024-12-13
INF03VN01704,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Large Cap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Equity,direct,T2,15.422,2024-12-13
INF03VN01720,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Balanced Advantage Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Hybrid,regular,T2,13.976,2024-12-13
INF03VN01738,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Balanced Advantage Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Hybrid,direct,T2,14.405,2024-12-13
INF03VN01761,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Multi Asset Allocation Fund -  Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Hybrid,direct,T2,13.335,2024-12-13
INF03VN01779,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Multi Asset Allocation Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Hybrid,regular,T2,13.089,2024-12-13
INF03VN01795,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Multi Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,15.058,2024-12-13
INF03VN01803,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Multi Cap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T2,15.373,2024-12-13
INF03VN01811,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Balanced Hybrid Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Hybrid - Balanced,regular,T2,12.66,2024-12-13
INF03VN01829,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Balanced Hybrid Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Hybrid - Balanced,direct,T2,12.876,2024-12-13
INF03VN01837,WHITEOAKCAPITALMUTUALFUND_MF,Whiteoak Capital Large & Mid Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,13.142,2024-12-13
INF03VN01845,WHITEOAKCAPITALMUTUALFUND_MF,Whiteoak Capital Large & Mid Cap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T2,13.365,2024-12-13
INF03VN01852,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Banking & Financial Services Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,11.707,2024-12-13
INF03VN01860,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Banking & Financial Services Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T2,11.881,2024-12-13
INF03VN01878,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Pharma and Healthcare Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,13.297,2024-12-13
INF03VN01886,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Pharma and Healthcare Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T2,13.499,2024-12-13
INF03VN01894,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Special Opportunities Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,12.804,2024-12-13
INF03VN01902,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Special Opportunities Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T2,12.974,2024-12-13
INF03VN01910,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Arbitrage Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Hybrid,direct,T2,10.176,2024-12-13
INF03VN01928,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Arbitrage Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Hybrid,regular,T2,10.156,2024-12-13
INF03VN01936,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Digital Bharat Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T2,10.785,2024-12-13
INF03VN01944,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital Digital Bharat Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,10.752,2024-12-13
INF03VN01951,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital ESG Best-In-Class Strategy Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T2,10.514,2024-12-13
INF03VN01969,WHITEOAKCAPITALMUTUALFUND_MF,WhiteOak Capital ESG Best-In-Class Strategy Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,10.491,2024-12-13
INF044D01740,TAURUSMUTUALFUND_MF,Taurus Largecap Fund,0,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Equity,regular,T2,70.26,2024-12-13
INF044D01773,TAURUSMUTUALFUND_MF,Taurus Largecap Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,160.4,2024-12-13
INF044D01781,TAURUSMUTUALFUND_MF,Taurus Mid Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Equity,regular,T2,111.44,2024-12-13
INF044D01815,TAURUSMUTUALFUND_MF,Taurus Mid Cap Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,125.02,2024-12-13
INF044D01823,TAURUSMUTUALFUND_MF,Taurus Ethical Fund,0,1,5000.0,1.0,1.0,0.001,0.001,growth,Equity,regular,T2,135.04,2024-12-13
INF044D01831,TAURUSMUTUALFUND_MF,Taurus Ethical Fund,0,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Equity,regular,T2,91.3,2024-12-13
INF044D01864,TAURUSMUTUALFUND_MF,Taurus Ethical Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,135.06,2024-12-13
INF044D01872,TAURUSMUTUALFUND_MF,Taurus Infrastructure Fund,0,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Equity,regular,T2,66.55,2024-12-13
INF044D01906,TAURUSMUTUALFUND_MF,Taurus Infrastructure Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T2,70.85,2024-12-13
INF044D01914,TAURUSMUTUALFUND_MF,Taurus Nifty 50 Index Fund,0,1,500.0,1.0,500.0,0.001,0.001,idcw-payout,Index Funds,regular,T2,29.9468,2024-12-13
