end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM,regular_isin,direct_isin,data_plan_id
Close Ended,Equity,Multi Cap,Sundaram Multi Cap Fund,Nifty 500 Multicap 50:25:25 Total Return Index,Very High,Very High,371.4913|data-nav-reg=371.4913|data-prev-nav-reg=378.1943,411.2885|data-nav-dir=411.2885|data-prev-nav-dir=418.6721,20.14|data-1y=17.50|data-3y=14.66|data-5y=20.14|data-10y=14.46|data-sl=16.11,21.57|data-1y=18.80|data-3y=15.98|data-5y=21.57|data-10y=15.62|data-sl=17.59,22.79|data-1y=16.57|data-3y=16.86|data-5y=22.79|data-10y=15.42|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.54,"2,761.16|data-order=2,761.16",INF173K01957,INF173K01FN7,866
Close Ended,Equity,Multi Cap,Tata Multicap Fund,Nifty 500 Multicap 50:25:25 Total Return Index,Very High,Very High,14.1515|data-nav-reg=14.1515|data-prev-nav-reg=14.5178,14.6014|data-nav-dir=14.6014|data-prev-nav-dir=14.9777,--|data-1y=9.55|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.73,--|data-1y=11.32|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=21.68,--|data-1y=16.57|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=29.26,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=29.26,"3,110.20|data-order=3,110.20",INF277KA1703,INF277KA1679,43036
Close Ended,Equity,Multi Cap,Union Multicap Fund,Nifty 500 Multicap 50:25:25 Total Return Index,,Very High,15.6400|data-nav-reg=15.6400|data-prev-nav-reg=16.0000,16.0800|data-nav-dir=16.0800|data-prev-nav-dir=16.4400,--|data-1y=19.46|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.35,--|data-1y=21.05|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=26.05,--|data-1y=16.57|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=23.72,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=23.72,"1,096.03|data-order=1,096.03",INF582M01IS8,INF582M01IO7,42777
Close Ended,Equity,Multi Cap,WhiteOak Capital Multi Cap Fund,Nifty 500 Multicap 50:25:25 Total Return Index,,Very High,14.5300|data-nav-reg=14.5300|data-prev-nav-reg=14.8740,14.8490|data-nav-dir=14.8490|data-prev-nav-dir=15.1990,--|data-1y=26.19|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=33.50,--|data-1y=28.29|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=35.76,--|data-1y=16.57|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.74,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=25.74,"1,497.50|data-order=1,497.50",INF03VN01795,INF03VN01803,43758
Close Ended,Equity,Mid Cap,Aditya Birla Sun Life Mid Cap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,765.3100|data-nav-reg=765.3100|data-prev-nav-reg=781.8900,848.8300|data-nav-dir=848.8300|data-prev-nav-dir=867.1500,22.82|data-1y=18.96|data-3y=16.49|data-5y=22.82|data-10y=14.43|data-sl=21.50,23.92|data-1y=19.97|data-3y=17.50|data-5y=23.92|data-10y=15.44|data-sl=17.64,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"5,871.64|data-order=5,871.64",,,1439
Close Ended,Equity,Mid Cap,Axis Midcap Fund,BSE 150 MidCap Total Return Index,Very High,Very High,111.1900|data-nav-reg=111.1900|data-prev-nav-reg=113.2600,128.5300|data-nav-dir=128.5300|data-prev-nav-dir=130.9200,23.28|data-1y=28.21|data-3y=16.17|data-5y=23.28|data-10y=16.25|data-sl=18.93,24.79|data-1y=29.55|data-3y=17.49|data-5y=24.79|data-10y=17.66|data-sl=20.42,28.45|data-1y=22.37|data-3y=22.18|data-5y=28.45|data-10y=18.94|data-sl=17.89,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.69,"30,635.36|data-order=30,635.36",INF846K01859,INF846K01EH3,12052
Close Ended,Equity,Mid Cap,Bandhan Midcap Fund,BSE 150 MidCap Index,Very High,,17.7040|data-nav-reg=17.7040|data-prev-nav-reg=18.0810,18.4030|data-nav-dir=18.4030|data-prev-nav-dir=18.7920,--|data-1y=29.73|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=27.01,--|data-1y=31.73|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=29.09,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"1,607.92|data-order=1,607.92",INF194KB1DM6,INF194KB1DJ2,42340
Close Ended,Equity,Mid Cap,Baroda BNP Paribas Midcap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,101.1679|data-nav-reg=101.1679|data-prev-nav-reg=103.4174,119.5064|data-nav-dir=119.5064|data-prev-nav-dir=122.1494,25.44|data-1y=24.85|data-3y=19.81|data-5y=25.44|data-10y=16.39|data-sl=12.95,27.30|data-1y=26.68|data-3y=21.62|data-5y=27.30|data-10y=18.11|data-sl=20.69,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=15.16,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"2,163.37|data-order=2,163.37",,,3259
Close Ended,Equity,Mid Cap,Canara Robeco Mid Cap Fund,BSE 150 MidCap Total Return Index,,Very High,16.4100|data-nav-reg=16.4100|data-prev-nav-reg=16.7300,16.9200|data-nav-dir=16.9200|data-prev-nav-dir=17.2400,--|data-1y=24.73|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=26.62,--|data-1y=26.48|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=28.48,--|data-1y=22.37|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=29.73,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=29.73,"2,757.48|data-order=2,757.48",INF760K01KL5,INF760K01KI1,42703
Close Ended,Equity,Mid Cap,DSP Midcap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,145.3880|data-nav-reg=145.3880|data-prev-nav-reg=148.1660,160.8470|data-nav-dir=160.8470|data-prev-nav-dir=163.9080,20.48|data-1y=19.94|data-3y=16.26|data-5y=20.48|data-10y=15.47|data-sl=15.88,21.64|data-1y=21.06|data-3y=17.38|data-5y=21.64|data-10y=16.49|data-sl=18.68,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=16.00,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"19,127.45|data-order=19,127.45",INF740K01128,INF740K01PX1,3725
Close Ended,Equity,Mid Cap,Edelweiss Mid Cap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,99.5720|data-nav-reg=99.5720|data-prev-nav-reg=101.9990,115.4410|data-nav-dir=115.4410|data-prev-nav-dir=118.2420,30.10|data-1y=34.83|data-3y=24.57|data-5y=30.10|data-10y=18.95|data-sl=14.44,32.04|data-1y=36.67|data-3y=26.40|data-5y=32.04|data-10y=20.46|data-sl=23.38,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=13.30,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"8,606.20|data-order=8,606.20",INF843K01013,INF843K01AO4,6227
Close Ended,Equity,Mid Cap,Franklin India Prima Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,"2,736.3061|data-nav-reg=2,736.3061|data-prev-nav-reg=2,792.2345","3,063.2095|data-nav-dir=3,063.2095|data-prev-nav-dir=3,125.6193",23.48|data-1y=28.05|data-3y=21.54|data-5y=23.48|data-10y=15.87|data-sl=19.76,24.50|data-1y=29.07|data-3y=22.56|data-5y=24.50|data-10y=16.96|data-sl=20.27,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"12,453.25|data-order=12,453.25",INF090I01726,INF090I01FH9,115
Close Ended,Equity,Mid Cap,HDFC Mid-Cap Opportunities Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,187.8620|data-nav-reg=187.8620|data-prev-nav-reg=192.1730,206.2170|data-nav-dir=206.2170|data-prev-nav-dir=210.9390,28.71|data-1y=25.14|data-3y=26.68|data-5y=28.71|data-10y=18.11|data-sl=18.19,29.59|data-1y=25.96|data-3y=27.55|data-5y=29.59|data-10y=19.08|data-sl=22.05,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=15.76,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"76,990.11|data-order=76,990.11",INF179K01CR2,INF179K01XQ0,5067
Close Ended,Equity,Mid Cap,HSBC Midcap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,399.7970|data-nav-reg=399.7970|data-prev-nav-reg=412.4203,449.3514|data-nav-dir=449.3514|data-prev-nav-dir=463.4994,24.69|data-1y=34.65|data-3y=23.55|data-5y=24.69|data-10y=17.23|data-sl=19.68,26.25|data-1y=36.09|data-3y=25.52|data-5y=26.25|data-10y=18.50|data-sl=21.57,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"12,169.54|data-order=12,169.54",INF917K01254,INF917K01FZ1,2333
Close Ended,Equity,Mid Cap,ICICI Prudential Midcap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,279.9400|data-nav-reg=279.9400|data-prev-nav-reg=286.7800,312.3900|data-nav-dir=312.3900|data-prev-nav-dir=320.0000,24.38|data-1y=22.21|data-3y=19.27|data-5y=24.38|data-10y=15.47|data-sl=17.93,25.51|data-1y=23.25|data-3y=20.34|data-5y=25.51|data-10y=16.58|data-sl=20.13,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"6,248.71|data-order=6,248.71",INF109K01AN2,INF109K011N7,2439
Close Ended,Equity,Mid Cap,Invesco India Mid Cap Fund,BSE 150 MidCap Total Return Index,Very High,Very High,170.9100|data-nav-reg=170.9100|data-prev-nav-reg=174.9200,204.1200|data-nav-dir=204.1200|data-prev-nav-dir=208.8900,28.04|data-1y=39.25|data-3y=23.65|data-5y=28.04|data-10y=17.98|data-sl=17.36,29.80|data-1y=41.00|data-3y=25.30|data-5y=29.80|data-10y=19.83|data-sl=22.56,28.45|data-1y=22.37|data-3y=22.18|data-5y=28.45|data-10y=18.94|data-sl=15.93,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.69,"6,115.45|data-order=6,115.45",,,4280
Close Ended,Equity,Mid Cap,ITI Mid Cap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,20.9566|data-nav-reg=20.9566|data-prev-nav-reg=21.4601,22.6796|data-nav-dir=22.6796|data-prev-nav-dir=23.2209,--|data-1y=25.97|data-3y=22.23|data-5y=NA|data-10y=NA|data-sl=21.23,--|data-1y=28.19|data-3y=24.67|data-5y=NA|data-10y=NA|data-sl=23.74,--|data-1y=19.84|data-3y=22.13|data-5y=NA|data-10y=NA|data-sl=25.04,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=25.04,"1,144.19|data-order=1,144.19",INF00XX01895,INF00XX01929,41317
Close Ended,Equity,Mid Cap,JM Midcap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,19.3993|data-nav-reg=19.3993|data-prev-nav-reg=19.8826,20.1815|data-nav-dir=20.1815|data-prev-nav-dir=20.6815,--|data-1y=31.30|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=36.52,--|data-1y=33.63|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=39.08,--|data-1y=19.84|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=31.90,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=31.90,"1,452.08|data-order=1,452.08",INF192K01MS2,INF192K01MV6,42729
Close Ended,Equity,Mid Cap,Kotak Emerging Equity Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,132.8070|data-nav-reg=132.8070|data-prev-nav-reg=135.5850,152.8990|data-nav-dir=152.8990|data-prev-nav-dir=156.0850,26.94|data-1y=31.13|data-3y=21.74|data-5y=26.94|data-10y=18.46|data-sl=15.65,28.48|data-1y=32.56|data-3y=23.16|data-5y=28.48|data-10y=19.97|data-sl=21.97,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=16.56,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"52,631.70|data-order=52,631.70",,,4270
Close Ended,Equity,Mid Cap,LIC MF Midcap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,29.6243|data-nav-reg=29.6243|data-prev-nav-reg=30.2875,32.9215|data-nav-dir=32.9215|data-prev-nav-dir=33.6552,23.57|data-1y=27.47|data-3y=18.25|data-5y=23.57|data-10y=NA|data-sl=14.63,24.64|data-1y=28.69|data-3y=19.32|data-5y=24.64|data-10y=NA|data-sl=16.16,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=NA|data-sl=20.37,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=20.37,335.07|data-order=335.07,,,33331
Close Ended,Equity,Mid Cap,Mahindra Manulife Mid Cap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,32.9470|data-nav-reg=32.9470|data-prev-nav-reg=33.6881,37.0081|data-nav-dir=37.0081|data-prev-nav-dir=37.8361,27.64|data-1y=25.03|data-3y=22.58|data-5y=27.64|data-10y=NA|data-sl=18.75,29.70|data-1y=26.87|data-3y=24.52|data-5y=29.70|data-10y=NA|data-sl=20.75,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=NA|data-sl=17.55,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.55,"3,489.99|data-order=3,489.99",INF174V01473,INF174V01523,34954
Close Ended,Equity,Mid Cap,Mirae Asset Midcap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,34.5180|data-nav-reg=34.5180|data-prev-nav-reg=35.3600,37.1220|data-nav-dir=37.1220|data-prev-nav-dir=38.0230,25.28|data-1y=15.08|data-3y=17.61|data-5y=25.28|data-10y=NA|data-sl=25.54,26.91|data-1y=16.34|data-3y=18.97|data-5y=26.91|data-10y=NA|data-sl=27.23,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=NA|data-sl=27.48,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=27.48,"16,433.53|data-order=16,433.53",INF769K01EY2,INF769K01EZ9,40046
Close Ended,Equity,Mid Cap,Motilal Oswal Midcap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,110.5746|data-nav-reg=110.5746|data-prev-nav-reg=113.3000,126.0377|data-nav-dir=126.0377|data-prev-nav-dir=129.1344,33.21|data-1y=50.73|data-3y=33.21|data-5y=33.21|data-10y=20.34|data-sl=24.73,34.77|data-1y=52.36|data-3y=34.70|data-5y=34.77|data-10y=21.80|data-sl=26.24,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=22.76,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.76,"26,415.36|data-order=26,415.36",INF247L01437,INF247L01460,24078
Close Ended,Equity,Mid Cap,Nippon India Growth Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,"4,038.4696|data-nav-reg=4,038.4696|data-prev-nav-reg=4,140.1169","4,404.5191|data-nav-dir=4,404.5191|data-prev-nav-dir=4,515.0820",28.93|data-1y=23.04|data-3y=24.77|data-5y=28.93|data-10y=18.39|data-sl=22.76,29.92|data-1y=24.04|data-3y=25.76|data-5y=29.92|data-10y=19.27|data-sl=19.70,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"35,003.34|data-order=35,003.34",INF204K01299,INF204K01E39,183
Close Ended,Equity,Mid Cap,Nippon India Growth Fund✝,NIFTY Midcap 150 Total Return Index,Very High,Very High,"1,398.2506|data-nav-reg=1,398.2506|data-prev-nav-reg=1,433.4042",NA|data-nav-dir=NA|data-prev-nav-dir=NA,29.32|data-1y=23.46|data-3y=25.17|data-5y=29.32|data-10y=18.85|data-sl=16.06,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=15.57,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"35,003.34|data-order=35,003.34",,,5580
Close Ended,Equity,Mid Cap,PGIM India Midcap Opportunities Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,63.3500|data-nav-reg=63.3500|data-prev-nav-reg=64.7200,72.8800|data-nav-dir=72.8800|data-prev-nav-dir=74.4500,28.59|data-1y=18.57|data-3y=12.34|data-5y=28.59|data-10y=16.07|data-sl=18.09,30.62|data-1y=20.04|data-3y=13.90|data-5y=30.62|data-10y=17.65|data-sl=19.59,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=22.26,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.26,"11,179.01|data-order=11,179.01",INF663L01EA5,INF663L01DW1,22365
Close Ended,Equity,Mid Cap,Quant Mid Cap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,219.7959|data-nav-reg=219.7959|data-prev-nav-reg=225.7816,245.1046|data-nav-dir=245.1046|data-prev-nav-dir=251.7558,32.14|data-1y=15.25|data-3y=22.44|data-5y=32.14|data-10y=18.12|data-sl=13.84,34.45|data-1y=16.53|data-3y=24.41|data-5y=34.45|data-10y=19.29|data-sl=18.92,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"9,090.66|data-order=9,090.66",INF966L01176,INF966L01887,958
Close Ended,Equity,Mid Cap,SBI Magnum Midcap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,233.5937|data-nav-reg=233.5937|data-prev-nav-reg=238.0124,260.6781|data-nav-dir=260.6781|data-prev-nav-dir=265.5903,26.90|data-1y=17.57|data-3y=17.55|data-5y=26.90|data-10y=15.95|data-sl=17.26,28.03|data-1y=18.60|data-3y=18.59|data-5y=28.03|data-10y=17.09|data-sl=20.39,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"21,698.73|data-order=21,698.73",INF200K01560,INF200K01TP4,2662
Close Ended,Equity,Mid Cap,Sundaram Mid Cap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,"1,364.9413|data-nav-reg=1,364.9413|data-prev-nav-reg=1,395.0456","1,483.7706|data-nav-dir=1,483.7706|data-prev-nav-dir=1,516.3923",24.61|data-1y=27.86|data-3y=23.62|data-5y=24.61|data-10y=16.08|data-sl=24.53,25.69|data-1y=28.93|data-3y=24.69|data-5y=25.69|data-10y=16.93|data-sl=19.53,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"12,482.58|data-order=12,482.58",INF903J01173,INF903J01MJ3,1386
Close Ended,Equity,Mid Cap,Tata Midcap Growth Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,423.3833|data-nav-reg=423.3833|data-prev-nav-reg=431.4343,478.1846|data-nav-dir=478.1846|data-prev-nav-dir=487.2294,24.75|data-1y=18.49|data-3y=19.42|data-5y=24.75|data-10y=16.33|data-sl=13.50,26.29|data-1y=19.91|data-3y=20.87|data-5y=26.29|data-10y=17.58|data-sl=20.77,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"4,506.86|data-order=4,506.86",,,103
Close Ended,Equity,Mid Cap,Taurus Mid Cap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,117.2200|data-nav-reg=117.2200|data-prev-nav-reg=120.9200,123.4500|data-nav-dir=123.4500|data-prev-nav-dir=127.3400,22.15|data-1y=6.83|data-3y=16.72|data-5y=22.15|data-10y=15.43|data-sl=8.45,22.60|data-1y=7.25|data-3y=17.13|data-5y=22.60|data-10y=15.94|data-sl=17.48,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,124.45|data-order=124.45,INF044D01815,INF044D01CA9,215
Close Ended,Equity,Mid Cap,Union Midcap Fund,BSE 150 MidCap Total Return Index,Very High,Very High,46.8400|data-nav-reg=46.8400|data-prev-nav-reg=48.0000,50.0400|data-nav-dir=50.0400|data-prev-nav-dir=51.2700,--|data-1y=24.59|data-3y=17.76|data-5y=NA|data-10y=NA|data-sl=38.00,--|data-1y=26.46|data-3y=19.53|data-5y=NA|data-10y=NA|data-sl=39.91,--|data-1y=22.37|data-3y=22.18|data-5y=NA|data-10y=NA|data-sl=41.05,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=41.05,"1,408.46|data-order=1,408.46",INF582M01GM5,INF582M01GI3,40767
Close Ended,Equity,Mid Cap,UTI Mid Cap Fund,NIFTY Midcap 150 Total Return Index,Very High,Very High,300.9388|data-nav-reg=300.9388|data-prev-nav-reg=307.1029,333.7268|data-nav-dir=333.7268|data-prev-nav-dir=340.5384,24.83|data-1y=20.23|data-3y=15.86|data-5y=24.83|data-10y=14.99|data-sl=18.34,26.01|data-1y=21.32|data-3y=16.96|data-5y=26.01|data-10y=16.04|data-sl=20.23,28.22|data-1y=19.84|data-3y=22.13|data-5y=28.22|data-10y=18.73|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.75,"11,871.77|data-order=11,871.77",INF789F01794,INF789F01TY8,2138
Close Ended,Equity,Mid Cap,WhiteOak Capital Mid Cap Fund,BSE 150 MidCap Total Return Index,,Very High,18.9650|data-nav-reg=18.9650|data-prev-nav-reg=19.4330,19.7130|data-nav-dir=19.7130|data-prev-nav-dir=20.1970,--|data-1y=30.44|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=31.55,--|data-1y=32.48|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=33.74,--|data-1y=22.37|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=27.94,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=27.94,"2,817.46|data-order=2,817.46",INF03VN01563,INF03VN01597,42481
Close Ended,Equity,Small Cap,Aditya Birla Sun Life Small Cap Fund,BSE 250 SmallCap Total Return Index,Very High,Very High,86.7319|data-nav-reg=86.7319|data-prev-nav-reg=89.2146,98.0132|data-nav-dir=98.0132|data-prev-nav-dir=100.8111,23.19|data-1y=17.16|data-3y=15.52|data-5y=23.19|data-10y=14.34|data-sl=13.05,24.51|data-1y=18.39|data-3y=16.74|data-5y=24.51|data-10y=15.55|data-sl=18.01,29.41|data-1y=19.90|data-3y=20.56|data-5y=29.41|data-10y=15.76|data-sl=11.39,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.77,"5,026.44|data-order=5,026.44",INF209K01EN2,INF209K01WN4,5006
Close Ended,Equity,Small Cap,Axis Small Cap Fund,NIFTY Smallcap 250 Total Return Index,Very High,Very High,105.7700|data-nav-reg=105.7700|data-prev-nav-reg=108.3500,121.5300|data-nav-dir=121.5300|data-prev-nav-dir=124.4900,26.99|data-1y=22.51|data-3y=19.12|data-5y=26.99|data-10y=18.85|data-sl=23.65,28.77|data-1y=23.83|data-3y=20.58|data-5y=28.77|data-10y=20.35|data-sl=25.20,30.06|data-1y=21.99|data-3y=21.18|data-5y=30.06|data-10y=16.56|data-sl=21.18,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=21.18,"24,573.56|data-order=24,573.56",INF846K01K01,INF846K01K35,22333
Close Ended,Equity,Small Cap,Bandhan Small Cap Fund,BSE 250 SmallCap Total Return Index,Very High,Very High,46.1610|data-nav-reg=46.1610|data-prev-nav-reg=47.6690,50.0240|data-nav-dir=50.0240|data-prev-nav-dir=51.6530,--|data-1y=37.22|data-3y=25.88|data-5y=NA|data-10y=NA|data-sl=36.91,--|data-1y=39.16|data-3y=27.78|data-5y=NA|data-10y=NA|data-sl=39.19,--|data-1y=19.90|data-3y=20.56|data-5y=NA|data-10y=NA|data-sl=29.08,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=29.08,"9,605.98|data-order=9,605.98",INF194KB1AJ8,INF194KB1AL4,40562
Close Ended,Equity,Small Cap,Bank of India Small Cap Fund,NIFTY Smallcap 250 Total Return Index,Very High,Very High,48.5800|data-nav-reg=48.5800|data-prev-nav-reg=50.2600,53.7700|data-nav-dir=53.7700|data-prev-nav-dir=55.6200,36.09|data-1y=25.96|data-3y=20.60|data-5y=36.09|data-10y=NA|data-sl=29.93,38.32|data-1y=27.88|data-3y=22.51|data-5y=38.32|data-10y=NA|data-sl=32.14,30.06|data-1y=21.99|data-3y=21.18|data-5y=30.06|data-10y=NA|data-sl=22.86,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.86,"1,655.40|data-order=1,655.40",INF761K01ER3,INF761K01EP7,38281
Close Ended,Equity,Small Cap,Baroda BNP Paribas Small Cap Fund,NIFTY Smallcap 250 Total Return Index,,Very High,13.4957|data-nav-reg=13.4957|data-prev-nav-reg=13.8758,13.7612|data-nav-dir=13.7612|data-prev-nav-dir=14.1477,--|data-1y=19.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=28.68,--|data-1y=21.59|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=30.80,--|data-1y=21.99|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=37.54,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=37.54,"1,396.98|data-order=1,396.98",INF251K01SO2,INF251K01SR5,43793
Close Ended,Equity,Small Cap,Canara Robeco Small Cap Fund,NIFTY Smallcap 250 Total Return Index,Very High,Very High,39.4500|data-nav-reg=39.4500|data-prev-nav-reg=40.5000,43.3100|data-nav-dir=43.3100|data-prev-nav-dir=44.4500,32.82|data-1y=18.61|data-3y=18.53|data-5y=32.82|data-10y=NA|data-sl=26.21,34.90|data-1y=20.08|data-3y=20.23|data-5y=34.90|data-10y=NA|data-sl=28.22,30.06|data-1y=21.99|data-3y=21.18|data-5y=30.06|data-10y=NA|data-sl=25.88,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=25.88,"12,315.66|data-order=12,315.66",INF760K01JF9,INF760K01JC6,38815
Close Ended,Equity,Small Cap,DSP Small Cap Fund,BSE 250 SmallCap Total Return Index,Very High,Very High,198.0850|data-nav-reg=198.0850|data-prev-nav-reg=203.5230,216.6200|data-nav-dir=216.6200|data-prev-nav-dir=222.5510,29.74|data-1y=22.02|data-3y=19.86|data-5y=29.74|data-10y=18.47|data-sl=18.52,30.89|data-1y=23.09|data-3y=20.92|data-5y=30.89|data-10y=19.38|data-sl=23.17,29.41|data-1y=19.90|data-3y=20.56|data-5y=29.41|data-10y=15.76|data-sl=11.48,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.77,"16,388.62|data-order=16,388.62",INF740K01797,INF740K01QD1,5069
