end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty 100|data-plan_id=18234,NIFTY 100 Total Return Index,Very High,Very High,261.0083|data-nav-reg=261.0083|data-prev-nav-reg=262.5732,NA|data-nav-dir=NA|data-prev-nav-dir=NA,12.28|data-1y=14.86|data-3y=12.28|data-5y=15.52|data-10y=11.86|data-sl=14.04,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,12.88|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=14.98,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,283.23^|data-order=283.23
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty 1D Rate Liquid BeES|data-plan_id=1787,NIFTY 1D Rate Index,Low,Low,"1,000.0000|data-nav-reg=1,000.0000|data-prev-nav-reg=1,000.0000",NA|data-nav-dir=NA|data-prev-nav-dir=NA,5.20|data-1y=5.95|data-3y=5.20|data-5y=4.07|data-10y=4.71|data-sl=5.84,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,6.09|data-1y=6.74|data-3y=6.09|data-5y=4.98|data-10y=5.67|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"11,862.86^|data-order=11,862.86"
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty 50 BeES|data-plan_id=1171,NIFTY 50 Total Return Index,Very High,Very High,268.0509|data-nav-reg=268.0509|data-prev-nav-reg=270.1049,NA|data-nav-dir=NA|data-prev-nav-dir=NA,12.09|data-1y=12.79|data-3y=12.09|data-5y=15.63|data-10y=12.28|data-sl=15.63,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,12.14|data-1y=12.88|data-3y=12.14|data-5y=15.76|data-10y=12.42|data-sl=16.20,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"37,582.83^|data-order=37,582.83"
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty 50 Shariah BeES|data-plan_id=10218,NIFTY 50 Shariah Total Return Index,Very High,Very High,541.7321|data-nav-reg=541.7321|data-prev-nav-reg=544.3510,NA|data-nav-dir=NA|data-prev-nav-dir=NA,5.26|data-1y=12.56|data-3y=5.26|data-5y=16.00|data-10y=11.49|data-sl=14.32,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,6.37|data-1y=13.98|data-3y=6.37|data-5y=17.29|data-10y=12.76|data-sl=15.53,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,30.08^|data-order=30.08
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty 50 Value 20|data-plan_id=30446,NIFTY 50 Value 20 Total Return Index,Very High,Very High,156.1311|data-nav-reg=156.1311|data-prev-nav-reg=157.4839,NA|data-nav-dir=NA|data-prev-nav-dir=NA,15.40|data-1y=19.90|data-3y=15.40|data-5y=21.50|data-10y=NA|data-sl=16.20,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,15.88|data-1y=20.39|data-3y=15.88|data-5y=22.37|data-10y=NA|data-sl=16.85,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,226.70^|data-order=226.70
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty 5 yr Benchmark G-Sec|data-plan_id=41391,Nifty 5yr Benchmark G-Sec Index,Moderate,Moderate,58.8580|data-nav-reg=58.8580|data-prev-nav-reg=58.8341,NA|data-nav-dir=NA|data-prev-nav-dir=NA,6.04|data-1y=8.39|data-3y=6.04|data-5y=NA|data-10y=NA|data-sl=5.93,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,6.20|data-1y=8.51|data-3y=6.20|data-5y=NA|data-10y=NA|data-sl=5.96,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,191.54^|data-order=191.54
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt|data-plan_id=32557,NIFTY 8-13 yr G-Sec Index,Moderate,Moderate,27.1836|data-nav-reg=27.1836|data-prev-nav-reg=27.1686,NA|data-nav-dir=NA|data-prev-nav-dir=NA,6.02|data-1y=9.67|data-3y=6.02|data-5y=6.02|data-10y=NA|data-sl=6.90,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,6.25|data-1y=9.71|data-3y=6.25|data-5y=6.31|data-10y=NA|data-sl=7.10,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"2,279.50^|data-order=2,279.50"
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty Bank BeES|data-plan_id=2255,NIFTY Bank Total Return Index,Very High,Very High,523.1410|data-nav-reg=523.1410|data-prev-nav-reg=529.4685,NA|data-nav-dir=NA|data-prev-nav-dir=NA,12.58|data-1y=7.58|data-3y=12.58|data-5y=9.82|data-10y=10.59|data-sl=16.34,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,12.80|data-1y=7.84|data-3y=12.80|data-5y=10.35|data-10y=11.01|data-sl=16.90,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"7,258.97^|data-order=7,258.97"
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty Dividend Opportunities 50|data-plan_id=25822,NIFTY Dividend Opportunities 50 Total Return Index,Very High,Very High,81.7791|data-nav-reg=81.7791|data-prev-nav-reg=82.1128,NA|data-nav-dir=NA|data-prev-nav-dir=NA,21.30|data-1y=20.66|data-3y=21.30|data-5y=22.57|data-10y=14.04|data-sl=15.65,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,21.81|data-1y=21.32|data-3y=21.81|data-5y=22.97|data-10y=14.24|data-sl=15.90,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,63.95^|data-order=63.95
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty India Consumption|data-plan_id=25700,NIFTY India Consumption Total Return Index,Very High,Very High,128.6878|data-nav-reg=128.6878|data-prev-nav-reg=128.8530,NA|data-nav-dir=NA|data-prev-nav-dir=NA,18.84|data-1y=22.92|data-3y=18.84|data-5y=19.63|data-10y=14.21|data-sl=15.74,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,19.30|data-1y=23.42|data-3y=19.30|data-5y=20.13|data-10y=14.48|data-sl=16.01,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,136.52^|data-order=136.52
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty Infrastructure BeES|data-plan_id=11650,NIFTY Infrastructure Total Return Index,Very High,Very High,887.7981|data-nav-reg=887.7981|data-prev-nav-reg=890.5319,NA|data-nav-dir=NA|data-prev-nav-dir=NA,19.47|data-1y=17.59|data-3y=19.47|data-5y=21.17|data-10y=11.00|data-sl=6.26,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,20.82|data-1y=18.89|data-3y=20.82|data-5y=22.67|data-10y=12.29|data-sl=7.46,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,166.95^|data-order=166.95
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty IT|data-plan_id=41024,NIFTY IT Total Return Index,Very High,Very High,46.9788|data-nav-reg=46.9788|data-prev-nav-reg=47.6505,NA|data-nav-dir=NA|data-prev-nav-dir=NA,5.52|data-1y=29.24|data-3y=5.52|data-5y=NA|data-10y=NA|data-sl=28.67,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,5.81|data-1y=29.62|data-3y=5.81|data-5y=NA|data-10y=NA|data-sl=29.09,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"2,495.54^|data-order=2,495.54"
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty Midcap 150|data-plan_id=38950,NIFTY Midcap 150 Total Return Index,Very High,Very High,219.8741|data-nav-reg=219.8741|data-prev-nav-reg=220.4300,NA|data-nav-dir=NA|data-prev-nav-dir=NA,22.94|data-1y=24.92|data-3y=22.94|data-5y=27.99|data-10y=NA|data-sl=24.44,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,23.26|data-1y=25.27|data-3y=23.26|data-5y=28.33|data-10y=NA|data-sl=24.80,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"1,932.52^|data-order=1,932.52"
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty Next 50 Junior BeES|data-plan_id=1545,NIFTY Next 50 Total Return Index,Very High,Very High,738.1967|data-nav-reg=738.1967|data-prev-nav-reg=737.2499,NA|data-nav-dir=NA|data-prev-nav-dir=NA,18.25|data-1y=29.52|data-3y=18.25|data-5y=20.07|data-10y=14.54|data-sl=19.46,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,18.51|data-1y=29.83|data-3y=18.51|data-5y=20.38|data-10y=15.08|data-sl=21.00,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"5,597.73^|data-order=5,597.73"
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty PSU Bank BeES|data-plan_id=6175,NIFTY PSU Bank Total Return Index,Very High,Very High,73.6182|data-nav-reg=73.6182|data-prev-nav-reg=73.3914,NA|data-nav-dir=NA|data-prev-nav-dir=NA,37.71|data-1y=14.39|data-3y=37.71|data-5y=21.52|data-10y=4.55|data-sl=6.25,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,38.51|data-1y=14.92|data-3y=38.51|data-5y=22.23|data-10y=5.11|data-sl=6.81,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"2,694.57^|data-order=2,694.57"
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight|data-plan_id=41392,Nifty SDL Apr 2026 Top 20 Equal Weight Index,Low to Moderate,Low to Moderate,126.8221|data-nav-reg=126.8221|data-prev-nav-reg=126.7926,NA|data-nav-dir=NA|data-prev-nav-dir=NA,5.82|data-1y=7.88|data-3y=5.82|data-5y=NA|data-10y=NA|data-sl=6.26,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,6.00|data-1y=8.02|data-3y=6.00|data-5y=NA|data-10y=NA|data-sl=6.15,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"5,218.66^|data-order=5,218.66"
Open Ended,Other,Index Funds/ ETFs,Nippon India Index BSE Sensex|data-plan_id=11541,BSE Sensex Total Return Index,Very High,Very High,40.0659|data-nav-reg=40.0659|data-prev-nav-reg=40.4304,42.4017|data-nav-dir=42.4017|data-prev-nav-dir=42.7871,10.86|data-1y=11.73|data-3y=10.86|data-5y=14.46|data-10y=11.36|data-sl=10.21,11.35|data-1y=12.04|data-3y=11.35|data-5y=14.93|data-10y=11.93|data-sl=13.24,11.62|data-1y=12.38|data-3y=11.62|data-5y=15.19|data-10y=12.40|data-sl=11.56,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.81,789.97^|data-order=789.97
Open Ended,Other,Index Funds/ ETFs,Nippon India Index Nifty 50|data-plan_id=11536,NIFTY 50 Total Return Index,Very High,Very High,40.4524|data-nav-reg=40.4524|data-prev-nav-reg=40.7627,43.4859|data-nav-dir=43.4859|data-prev-nav-dir=43.8190,11.30|data-1y=12.17|data-3y=11.30|data-5y=14.57|data-10y=11.19|data-sl=10.28,11.84|data-1y=12.57|data-3y=11.84|data-5y=15.37|data-10y=11.92|data-sl=13.23,12.14|data-1y=12.88|data-3y=12.14|data-5y=15.76|data-10y=12.42|data-sl=11.49,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.68,"2,083.34^|data-order=2,083.34"
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty 50 Value 20 Index Fund|data-plan_id=41289,NIFTY 50 Value 20 Total Return Index,Very High,Very High,19.3613|data-nav-reg=19.3613|data-prev-nav-reg=19.5292,19.7931|data-nav-dir=19.7931|data-prev-nav-dir=19.9646,14.75|data-1y=19.27|data-3y=14.75|data-5y=NA|data-10y=NA|data-sl=18.60,15.39|data-1y=19.86|data-3y=15.39|data-5y=NA|data-10y=NA|data-sl=19.27,15.88|data-1y=20.39|data-3y=15.88|data-5y=NA|data-10y=NA|data-sl=19.87,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.87,925.42^|data-order=925.42
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund|data-plan_id=42219,Nifty AAA CPSE Bond Plus SDL Apr 2027 60:40 Index,Low to Moderate,Low to Moderate,11.6524|data-nav-reg=11.6524|data-prev-nav-reg=11.6485,11.7108|data-nav-dir=11.7108|data-prev-nav-dir=11.7068,--|data-1y=7.85|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=5.68,--|data-1y=8.02|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=5.87,--|data-1y=8.15|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=5.91,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.91,"3,570.48^|data-order=3,570.48"
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund|data-plan_id=42661,Nifty AAA PSU Bond Plus SDL Sep 2026 50:50 Index,Low to Moderate,Low to Moderate,11.6696|data-nav-reg=11.6696|data-prev-nav-reg=11.6666,11.7174|data-nav-dir=11.7174|data-prev-nav-dir=11.7143,--|data-1y=7.68|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.31,--|data-1y=7.87|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.51,--|data-1y=8.07|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.70,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.70,448.14^|data-order=448.14
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty Alpha Low Volatility 30 Index Fund|data-plan_id=42411,Nifty Alpha Low Volatility 30 Total Return Index,Very High,Very High,16.2426|data-nav-reg=16.2426|data-prev-nav-reg=16.3892,16.4707|data-nav-dir=16.4707|data-prev-nav-dir=16.6192,--|data-1y=16.94|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=22.63,--|data-1y=17.54|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=23.35,--|data-1y=18.42|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.22,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=24.22,"1,237.55^|data-order=1,237.55"
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty Auto ETF|data-plan_id=41938,NIFTY Auto Total Return Index,Very High,Very High,244.8869|data-nav-reg=244.8869|data-prev-nav-reg=245.0024,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=31.70|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=28.78,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=25.39|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=27.56,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,325.91^|data-order=325.91
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund|data-plan_id=42826,Nifty G-Sec Jun 2036 Index,Moderate,Moderate,11.9140|data-nav-reg=11.9140|data-prev-nav-reg=11.8985,11.9682|data-nav-dir=11.9682|data-prev-nav-dir=11.9525,--|data-1y=10.63|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.95,--|data-1y=10.85|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=9.19,--|data-1y=10.72|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=9.18,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.18,737.46^|data-order=737.46
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund|data-plan_id=43173,Nifty G-Sec Oct 2028 Index,Moderate,Moderate,11.5506|data-nav-reg=11.5506|data-prev-nav-reg=11.5448,11.5864|data-nav-dir=11.5864|data-prev-nav-dir=11.5805,--|data-1y=7.90|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.18,--|data-1y=8.05|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.37,--|data-1y=8.33|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.47,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.47,118.70^|data-order=118.70
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund|data-plan_id=42814,Nifty G-Sec Sep 2027 Index,Low to Moderate,Low to Moderate,11.5578|data-nav-reg=11.5578|data-prev-nav-reg=11.5536,11.6083|data-nav-dir=11.6083|data-prev-nav-dir=11.6040,--|data-1y=7.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.21,--|data-1y=7.90|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.44,--|data-1y=8.04|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.63,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.63,399.91^|data-order=399.91
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty Midcap 150 Index Fund|data-plan_id=41293,NIFTY Midcap 150 Total Return Index,Very High,Very High,24.1620|data-nav-reg=24.1620|data-prev-nav-reg=24.2235,24.6862|data-nav-dir=24.6862|data-prev-nav-dir=24.7487,22.00|data-1y=24.00|data-3y=22.00|data-5y=NA|data-10y=NA|data-sl=25.57,22.67|data-1y=24.62|data-3y=22.67|data-5y=NA|data-10y=NA|data-sl=26.27,23.26|data-1y=25.27|data-3y=23.26|data-5y=NA|data-10y=NA|data-sl=26.99,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=26.99,"1,726.28^|data-order=1,726.28"
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty Pharma ETF|data-plan_id=41539,NIFTY Pharma Total Return Index,Very High,Very High,23.7081|data-nav-reg=23.7081|data-prev-nav-reg=24.0035,NA|data-nav-dir=NA|data-prev-nav-dir=NA,18.62|data-1y=34.33|data-3y=18.62|data-5y=NA|data-10y=NA|data-sl=14.95,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,18.90|data-1y=34.75|data-3y=18.90|data-5y=NA|data-10y=NA|data-sl=15.24,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,926.19^|data-order=926.19
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund|data-plan_id=42733,Nifty SDL Plus G-Sec Jun 2028 70:30 Index,Low to Moderate,Moderate,11.6857|data-nav-reg=11.6857|data-prev-nav-reg=11.6842,11.7353|data-nav-dir=11.7353|data-prev-nav-dir=11.7337,--|data-1y=8.32|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.65,--|data-1y=8.52|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.87,--|data-1y=8.60|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.09,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.09,404.29^|data-order=404.29
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund|data-plan_id=43169,Nifty SDL Plus G-Sec Jun 2029 70:30 Index,Moderate,Moderate,11.5528|data-nav-reg=11.5528|data-prev-nav-reg=11.5497,11.5939|data-nav-dir=11.5939|data-prev-nav-dir=11.5908,--|data-1y=8.60|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.02,--|data-1y=8.80|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.22,--|data-1y=9.14|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.61,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.61,315.24^|data-order=315.24
Open Ended,Other,Index Funds/ ETFs,Nippon India Nifty Smallcap 250 Index Fund|data-plan_id=41129,NIFTY Smallcap 250 Total Return Index,Very High,Very High,34.7183|data-nav-reg=34.7183|data-prev-nav-reg=34.7866,35.7485|data-nav-dir=35.7485|data-prev-nav-dir=35.8182,20.88|data-1y=26.16|data-3y=20.88|data-5y=NA|data-10y=NA|data-sl=34.31,21.68|data-1y=26.91|data-3y=21.68|data-5y=NA|data-10y=NA|data-sl=35.25,22.65|data-1y=27.89|data-3y=22.65|data-5y=NA|data-10y=NA|data-sl=36.57,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=36.57,"2,077.78^|data-order=2,077.78"
Open Ended,Other,Index Funds/ ETFs,Nippon India Silver ETF|data-plan_id=41984,Domestic Price of Silver Index,Very High,Very High,85.7052|data-nav-reg=85.7052|data-prev-nav-reg=84.9380,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=19.82|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=12.18,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=17.57|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=-2.67,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"5,387.99^|data-order=5,387.99"
Open Ended,Other,Index Funds/ ETFs,PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund|data-plan_id=43156,CRISIL IBX Gilt Index - April 2028,Moderate,Low to Moderate,11.5161|data-nav-reg=11.5161|data-prev-nav-reg=11.5131,11.5553|data-nav-dir=11.5553|data-prev-nav-dir=11.5523,--|data-1y=7.69|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.86,--|data-1y=7.86|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.06,--|data-1y=8.23|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.42,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.42,27.56^|data-order=27.56
Open Ended,Other,Index Funds/ ETFs,Quantum Gold Fund|data-plan_id=6695,Domestic Price of Gold,High,Very High,NA|data-nav-reg=NA|data-prev-nav-reg=NA,64.7190|data-nav-dir=64.7190|data-prev-nav-dir=64.1722,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,15.79|data-1y=21.19|data-3y=15.79|data-5y=12.97|data-10y=10.03|data-sl=10.58,16.79|data-1y=21.07|data-3y=16.79|data-5y=14.31|data-10y=11.03|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.53,238.21^|data-order=238.21
Open Ended,Other,Index Funds/ ETFs,Quantum Nifty 50 ETF|data-plan_id=7834,NIFTY 50 Total Return Index,Very High,Very High,NA|data-nav-reg=NA|data-prev-nav-reg=NA,"2,592.5600|data-nav-dir=2,592.5600|data-prev-nav-dir=2,612.4369",--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,12.05|data-1y=12.73|data-3y=12.05|data-5y=15.57|data-10y=12.22|data-sl=12.48,12.14|data-1y=12.88|data-3y=12.14|data-5y=15.76|data-10y=12.42|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.54,62.48^|data-order=62.48
Open Ended,Other,Index Funds/ ETFs,SBI BSE 100 ETF|data-plan_id=29714,BSE 100 Total Return Index,Very High,Very High,277.6884|data-nav-reg=277.6884|data-prev-nav-reg=279.3554,NA|data-nav-dir=NA|data-prev-nav-dir=NA,13.83|data-1y=15.77|data-3y=13.83|data-5y=16.93|data-10y=NA|data-sl=12.99,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,14.01|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=NA|data-sl=13.00,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,9.38^|data-order=9.38
Open Ended,Other,Index Funds/ ETFs,SBI BSE Sensex ETF|data-plan_id=18077,BSE Sensex Total Return Index,Very High,Very High,866.5387|data-nav-reg=866.5387|data-prev-nav-reg=874.4215,NA|data-nav-dir=NA|data-prev-nav-dir=NA,11.53|data-1y=12.26|data-3y=11.53|data-5y=15.09|data-10y=12.40|data-sl=14.42,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,11.62|data-1y=12.38|data-3y=11.62|data-5y=15.19|data-10y=12.40|data-sl=13.98,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"1,16,918.05^|data-order=1,16,918.05"
Open Ended,Other,Index Funds/ ETFs,SBI BSE Sensex Index Fund|data-plan_id=43524,BSE Sensex Total Return Index,,Very High,12.8331|data-nav-reg=12.8331|data-prev-nav-reg=12.9500,12.8844|data-nav-dir=12.8844|data-prev-nav-dir=13.0016,--|data-1y=11.76|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=16.75,--|data-1y=12.04|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=17.04,--|data-1y=12.38|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=17.38,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.38,247.93^|data-order=247.93
Open Ended,Other,Index Funds/ ETFs,SBI BSE Sensex Next 50 ETF|data-plan_id=37639,BSE Sensex Next 50 Total Return Index,Very High,Very High,887.8267|data-nav-reg=887.8267|data-prev-nav-reg=885.0327,NA|data-nav-dir=NA|data-prev-nav-dir=NA,21.66|data-1y=28.42|data-3y=21.66|data-5y=22.41|data-10y=NA|data-sl=17.98,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,21.91|data-1y=28.70|data-3y=21.91|data-5y=23.03|data-10y=NA|data-sl=16.76,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,20.40^|data-order=20.40
Open Ended,Other,Index Funds/ ETFs,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund|data-plan_id=41948,Nifty CPSE Bond Plus SDL Sep 2026 50:50 Index,Low to Moderate,,11.7553|data-nav-reg=11.7553|data-prev-nav-reg=11.7522,11.8188|data-nav-dir=11.8188|data-prev-nav-dir=11.8157,--|data-1y=7.71|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=5.64,--|data-1y=7.88|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=5.84,--|data-1y=8.06|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=5.99,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.99,"9,335.26^|data-order=9,335.26"
Open Ended,Other,Index Funds/ ETFs,SBI CRISIL IBX Gilt Index - April 2029 Fund|data-plan_id=42611,CRISIL IBX Gilt Index - April 2029,Moderate,Moderate,11.8973|data-nav-reg=11.8973|data-prev-nav-reg=11.8899,11.9617|data-nav-dir=11.9617|data-prev-nav-dir=11.9543,--|data-1y=8.22|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.02,--|data-1y=8.48|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.28,--|data-1y=8.54|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.32,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.32,"2,280.66^|data-order=2,280.66"
